,season,day,landscape,year,method,wolf_seen
2190,autumn,mon,mountains,1998,drone,False
5006,spring,mon,forest,1998,human,False
655,winter,fri,hills,1998,human,True
2218,summer,mon,grasslands,1998,human,False
4682,autumn,wed,grasslands,1998,human,False
2353,winter,sat,grasslands,1998,human,False
684,autumn,wed,grasslands,1998,drone,True
4420,summer,wed,grasslands,1998,human,False
2494,autumn,wed,grasslands,1998,drone,False
560,summer,mon,mountains,1998,human,True
1731,winter,thu,hills,1998,robot-spy,False
826,summer,fri,forest,1998,robot-spy,False
2116,winter,mon,mountains,1998,drone,False
4438,autumn,fri,grasslands,1998,human,False
716,spring,tue,hills,1998,human,True
1362,summer,wed,forest,1998,human,False
1360,summer,tue,mountains,1998,human,False
1800,spring,thu,mountains,1998,human,False
1212,winter,sat,forest,1998,human,False
824,spring,mon,grasslands,1998,robot-spy,False
1220,winter,sun,hills,1998,robot-spy,False
1846,winter,wed,mountains,1998,human,False
821,spring,tue,forest,1998,drone,False
4731,winter,mon,grasslands,1998,human,False
1227,spring,thu,grasslands,1998,human,False
1882,autumn,fri,forest,1998,drone,False
586,autumn,mon,grasslands,1998,drone,True
1923,spring,tue,grasslands,1998,drone,False
2556,spring,tue,forest,1998,robot-spy,False
5027,autumn,tue,hills,1998,human,False
2377,summer,thu,grasslands,1998,robot-spy,False
1442,winter,tue,hills,1998,drone,False
938,summer,tue,grasslands,1998,human,False
3405,winter,mon,hills,1998,robot-spy,False
3392,summer,sun,forest,1998,human,False
359,winter,wed,mountains,1998,drone,True
3366,spring,mon,mountains,1998,robot-spy,False
3330,winter,wed,grasslands,1998,robot-spy,False
3749,summer,wed,mountains,1998,human,False
353,autumn,wed,hills,1998,robot-spy,True
3279,autumn,thu,grasslands,1998,robot-spy,False
3881,summer,sat,mountains,1998,robot-spy,False
1062,winter,wed,grasslands,1998,human,False
869,spring,tue,forest,1998,human,False
425,summer,mon,hills,1998,human,True
426,winter,tue,grasslands,1998,human,True
204,summer,tue,grasslands,1998,human,True
3057,winter,wed,forest,1998,drone,False
3263,spring,sat,grasslands,1998,robot-spy,False
4207,summer,tue,forest,1998,human,False
882,autumn,fri,mountains,1998,drone,False
3434,spring,fri,mountains,1998,drone,False
325,winter,thu,mountains,1998,human,True
5145,autumn,wed,grasslands,1998,human,False
979,spring,mon,forest,1998,human,False
5151,winter,mon,hills,1998,human,False
3537,autumn,wed,forest,1998,human,False
3536,spring,mon,grasslands,1998,robot-spy,False
3527,summer,mon,hills,1998,robot-spy,False
4027,winter,fri,mountains,1998,robot-spy,False
3510,spring,tue,grasslands,1998,human,False
3507,summer,mon,grasslands,1998,robot-spy,False
312,autumn,wed,mountains,1998,robot-spy,True
3494,winter,sat,grasslands,1998,human,False
3481,spring,fri,hills,1998,robot-spy,False
341,winter,wed,grasslands,1998,human,True
3697,spring,sun,forest,1998,robot-spy,False
4018,spring,thu,forest,1998,robot-spy,False
3509,autumn,tue,hills,1998,robot-spy,False
922,winter,wed,grasslands,1998,human,False
879,summer,wed,forest,1998,drone,False
1119,autumn,thu,hills,1998,drone,False
2894,winter,mon,forest,1998,drone,False
1106,spring,sun,hills,1998,human,False
3009,winter,wed,mountains,1998,human,False
2869,autumn,tue,grasslands,1998,human,False
3843,summer,tue,forest,1998,human,False
2907,winter,mon,grasslands,1998,human,False
4261,spring,mon,mountains,1998,human,False
4285,summer,sun,hills,1998,drone,False
1273,autumn,fri,hills,1999,human,False
3462,winter,wed,grasslands,1999,human,False
5070,spring,sat,grasslands,1999,drone,False
4291,summer,tue,grasslands,1999,robot-spy,False
1280,summer,sun,grasslands,1999,human,False
2168,spring,fri,grasslands,1999,robot-spy,False
4321,winter,wed,grasslands,1999,human,False
2129,winter,tue,mountains,1999,drone,False
725,summer,tue,hills,1999,human,True
951,winter,thu,forest,1999,drone,False
888,spring,mon,hills,1999,drone,False
3900,spring,thu,mountains,1999,human,False
2629,spring,sun,mountains,1999,drone,False
3990,winter,thu,forest,1999,human,False
3387,spring,sat,mountains,1999,human,False
4825,spring,sat,mountains,1999,human,False
3395,spring,wed,grasslands,1999,human,False
918,autumn,sat,hills,1999,human,False
2290,summer,thu,hills,1999,drone,False
4365,summer,sat,grasslands,1999,human,False
2284,spring,mon,grasslands,1999,human,False
2200,summer,mon,grasslands,1999,human,False
771,autumn,mon,grasslands,1999,human,True
2263,summer,thu,hills,1999,human,False
3407,spring,thu,grasslands,1999,human,False
1664,autumn,wed,mountains,1999,drone,False
4541,spring,sat,hills,1999,human,False
2935,spring,thu,grasslands,1999,drone,False
911,spring,sun,grasslands,1999,human,False
3417,summer,sun,mountains,1999,robot-spy,False
3716,spring,fri,forest,1999,human,False
718,winter,fri,hills,1999,human,True
256,spring,mon,grasslands,1999,human,True
4507,autumn,mon,forest,1999,human,False
1804,winter,mon,forest,1999,human,False
2855,spring,tue,hills,1999,robot-spy,False
3561,winter,sun,mountains,1999,human,False
1821,spring,sun,mountains,1999,drone,False
4736,autumn,thu,mountains,1999,human,False
1942,autumn,sun,mountains,1999,robot-spy,False
1929,spring,wed,grasslands,1999,human,False
703,summer,tue,grasslands,1999,human,True
3597,summer,fri,hills,1999,human,False
1914,summer,mon,forest,1999,drone,False
1839,summer,thu,forest,1999,human,False
3938,winter,thu,hills,1999,drone,False
3611,winter,wed,hills,1999,human,False
1338,winter,fri,hills,1999,human,False
797,spring,sun,hills,1999,human,False
2866,summer,fri,mountains,1999,robot-spy,False
1137,winter,thu,forest,1999,drone,False
5139,spring,fri,grasslands,1999,human,False
4755,autumn,mon,grasslands,1999,drone,False
3506,winter,wed,forest,1999,human,False
1364,summer,sun,hills,1999,drone,False
2087,spring,tue,forest,1999,drone,False
2892,autumn,fri,grasslands,1999,human,False
804,winter,thu,mountains,1999,human,False
1301,autumn,fri,grasslands,1999,human,False
94,winter,thu,hills,1999,drone,True
2062,winter,thu,forest,1999,human,False
2889,spring,tue,mountains,1999,human,False
4276,autumn,thu,hills,1999,drone,False
3925,winter,fri,hills,1999,human,False
4759,summer,sun,hills,1999,human,False
5176,spring,mon,forest,1999,robot-spy,False
59,winter,tue,forest,1999,drone,True
985,autumn,sat,mountains,1999,human,False
3540,spring,sat,forest,1999,human,False
14,summer,sun,grasslands,1999,robot-spy,True
2286,summer,thu,mountains,1999,human,False
2980,autumn,fri,mountains,1999,human,False
3275,spring,sat,mountains,1999,drone,False
3043,autumn,sat,hills,1999,human,False
2573,summer,tue,mountains,1999,human,False
3044,spring,mon,mountains,1999,human,False
4111,winter,fri,hills,1999,human,False
2657,winter,thu,grasslands,1999,human,False
3232,autumn,wed,grasslands,1999,human,False
3757,autumn,wed,hills,1999,human,False
1507,spring,fri,hills,1999,human,False
1415,autumn,sun,mountains,1999,human,False
2475,summer,mon,forest,1999,drone,False
4887,spring,tue,hills,1999,drone,False
363,winter,wed,grasslands,1999,robot-spy,True
5041,autumn,mon,forest,1999,human,False
828,spring,tue,mountains,1999,robot-spy,False
3770,spring,fri,hills,1999,human,False
1528,spring,sun,forest,1999,drone,False
1408,autumn,sun,forest,1999,robot-spy,False
2485,summer,tue,forest,1999,human,False
3129,autumn,fri,mountains,1999,human,False
3001,spring,thu,hills,1999,human,False
4403,spring,wed,forest,1999,robot-spy,False
4424,summer,mon,mountains,1999,robot-spy,False
1508,autumn,sun,grasslands,1999,robot-spy,False
38,winter,thu,mountains,1999,human,True
548,autumn,thu,grasslands,1999,drone,True
3002,winter,fri,hills,1999,robot-spy,False
4187,autumn,sat,hills,1999,human,False
2526,autumn,fri,grasslands,1999,human,False
200,winter,wed,mountains,1999,human,True
2981,winter,tue,mountains,1999,drone,False
1411,autumn,sat,mountains,1999,robot-spy,False
4449,spring,sun,grasslands,1999,human,False
5036,summer,thu,grasslands,1999,robot-spy,False
4832,autumn,thu,forest,1999,robot-spy,False
3891,summer,tue,hills,1999,drone,False
784,autumn,fri,hills,1999,human,True
364,autumn,fri,forest,1999,drone,True
3744,summer,sat,forest,1999,drone,False
2357,spring,sat,forest,1999,human,False
5033,winter,mon,forest,1999,human,False
2374,autumn,tue,grasslands,1999,human,False
1880,spring,thu,forest,1999,drone,False
741,winter,fri,grasslands,1999,human,True
4052,spring,thu,forest,1999,human,False
514,spring,sat,forest,1999,drone,True
4066,summer,sat,grasslands,1999,human,False
5059,summer,tue,hills,1999,human,False
233,winter,fri,grasslands,1999,human,True
3747,spring,tue,mountains,1999,human,False
3016,autumn,mon,hills,1999,drone,False
4452,autumn,sat,hills,1999,human,False
1582,winter,sat,hills,1999,drone,False
4093,spring,thu,mountains,1999,robot-spy,False
1502,winter,sun,grasslands,1999,drone,False
3013,winter,wed,forest,1999,human,False
4456,winter,wed,mountains,1999,human,False
3019,autumn,sun,grasslands,1999,robot-spy,False
2423,summer,tue,forest,1999,robot-spy,False
1226,autumn,tue,grasslands,1999,human,False
742,spring,fri,hills,1999,drone,True
4216,winter,tue,grasslands,1999,human,False
3794,summer,thu,mountains,1999,human,False
254,winter,tue,forest,2000,robot-spy,True
3934,autumn,tue,mountains,2000,human,False
1820,autumn,fri,forest,2000,robot-spy,False
4913,spring,sun,forest,2000,human,False
3809,winter,wed,mountains,2000,drone,False
3930,spring,fri,mountains,2000,human,False
4830,spring,thu,mountains,2000,human,False
1789,winter,sat,grasslands,2000,human,False
1616,autumn,sun,mountains,2000,robot-spy,False
3708,autumn,fri,grasslands,2000,human,False
1461,winter,sat,grasslands,2000,human,False
1686,spring,tue,mountains,2000,robot-spy,False
1693,winter,wed,grasslands,2000,drone,False
3827,winter,wed,hills,2000,human,False
4915,spring,sat,grasslands,2000,human,False
3904,spring,tue,forest,2000,human,False
4856,spring,wed,forest,2000,robot-spy,False
4800,summer,mon,hills,2000,human,False
3851,summer,fri,grasslands,2000,human,False
3753,winter,sun,hills,2000,drone,False
3692,summer,mon,mountains,2000,robot-spy,False
3681,spring,mon,mountains,2000,drone,False
3872,winter,fri,mountains,2000,human,False
1759,spring,mon,mountains,2000,human,False
3665,autumn,sat,forest,2000,drone,False
4890,winter,fri,mountains,2000,robot-spy,False
1487,summer,sat,hills,2000,human,False
3859,summer,fri,grasslands,2000,drone,False
1772,summer,sun,forest,2000,drone,False
3656,autumn,wed,mountains,2000,human,False
1447,autumn,mon,grasslands,2000,drone,False
1522,autumn,sat,grasslands,2000,human,False
1856,winter,thu,hills,2000,drone,False
492,autumn,tue,mountains,2000,human,True
3616,spring,mon,mountains,2000,human,False
2522,autumn,thu,grasslands,2000,robot-spy,False
4418,summer,wed,forest,2000,human,False
558,autumn,tue,forest,2000,drone,True
2482,winter,sun,hills,2000,human,False
2480,winter,fri,hills,2000,robot-spy,False
2479,autumn,wed,forest,2000,human,False
3206,spring,tue,grasslands,2000,human,False
136,autumn,wed,mountains,2000,robot-spy,True
401,winter,tue,mountains,2000,drone,True
3235,winter,tue,hills,2000,drone,False
134,spring,fri,grasslands,2000,robot-spy,True
4451,summer,fri,forest,2000,human,False
224,winter,wed,mountains,2000,drone,True
4092,winter,mon,grasslands,2000,robot-spy,False
3310,spring,wed,mountains,2000,drone,False
3321,spring,fri,grasslands,2000,human,False
131,autumn,mon,mountains,2000,drone,True
3058,spring,tue,grasslands,2000,drone,False
2548,autumn,fri,grasslands,2000,human,False
2552,spring,tue,mountains,2000,drone,False
444,winter,mon,hills,2000,robot-spy,True
2872,spring,mon,mountains,2000,drone,False
502,autumn,mon,forest,2000,human,True
2731,summer,tue,mountains,2000,drone,False
463,autumn,wed,hills,2000,drone,True
2725,spring,wed,grasslands,2000,human,False
2941,summer,sat,hills,2000,drone,False
4333,autumn,tue,hills,2000,human,False
2942,summer,sat,grasslands,2000,drone,False
4051,autumn,sun,hills,2000,human,False
2951,spring,fri,forest,2000,human,False
461,winter,fri,forest,2000,drone,True
4223,summer,fri,mountains,2000,human,False
2640,summer,sun,grasslands,2000,human,False
2633,autumn,sun,forest,2000,drone,False
4368,spring,sun,mountains,2000,human,False
3029,winter,fri,mountains,2000,robot-spy,False
447,spring,wed,forest,2000,human,True
2586,winter,tue,grasslands,2000,drone,False
4241,summer,sat,forest,2000,robot-spy,False
367,autumn,fri,grasslands,2000,drone,True
2344,autumn,fri,mountains,2000,robot-spy,False
4501,spring,mon,hills,2000,human,False
3984,autumn,sun,hills,2000,human,False
332,winter,thu,hills,2000,human,True
2026,winter,thu,hills,2000,human,False
3529,summer,fri,grasslands,2000,human,False
675,winter,sat,grasslands,2000,drone,True
2019,autumn,sat,forest,2000,human,False
2013,winter,fri,grasslands,2000,drone,False
3973,autumn,sun,grasslands,2000,human,False
2069,summer,sat,mountains,2000,human,False
4675,winter,wed,mountains,2000,human,False
81,winter,wed,hills,2000,drone,True
1968,winter,mon,grasslands,2000,drone,False
4689,autumn,sun,grasslands,2000,drone,False
324,winter,fri,grasslands,2000,human,True
3598,autumn,sun,mountains,2000,human,False
1911,winter,sun,grasslands,2000,robot-spy,False
1903,winter,thu,hills,2000,robot-spy,False
1893,winter,wed,forest,2000,drone,False
3550,spring,sat,mountains,2000,drone,False
697,winter,thu,forest,2000,human,True
4619,summer,tue,forest,2000,human,False
4617,winter,mon,hills,2000,human,False
3368,autumn,sat,hills,2000,drone,False
2297,spring,wed,mountains,2000,human,False
614,winter,thu,mountains,2000,human,True
4520,spring,fri,grasslands,2000,human,False
4534,winter,sun,grasslands,2000,robot-spy,False
114,winter,tue,grasslands,2000,human,True
4546,winter,mon,grasslands,2000,human,False
239,winter,wed,forest,2000,human,True
2095,summer,sun,grasslands,2000,human,False
2197,spring,mon,grasslands,2000,human,False
3468,autumn,thu,mountains,2000,human,False
4576,summer,thu,mountains,2000,human,False
4581,summer,mon,mountains,2000,drone,False
4587,autumn,wed,forest,2000,robot-spy,False
3488,summer,wed,forest,2000,human,False
3994,summer,sat,forest,2000,human,False
2101,summer,sun,forest,2000,human,False
3986,spring,tue,mountains,2000,drone,False
4562,autumn,fri,grasslands,2000,human,False
650,winter,thu,grasslands,2000,drone,True
276,autumn,thu,forest,2000,human,True
5019,autumn,thu,mountains,2000,drone,False
975,winter,fri,mountains,2000,drone,False
5135,autumn,sun,mountains,2000,human,False
1018,spring,wed,mountains,2000,human,False
5014,autumn,thu,grasslands,2000,robot-spy,False
1271,spring,thu,forest,2000,drone,False
5157,summer,fri,forest,2000,drone,False
1246,summer,fri,forest,2000,robot-spy,False
1388,summer,fri,forest,2000,drone,False
5159,winter,wed,forest,2000,drone,False
1216,autumn,thu,hills,2000,robot-spy,False
1056,summer,fri,hills,2000,human,False
5114,autumn,fri,mountains,2000,human,False
5083,autumn,sat,forest,2000,robot-spy,False
5034,autumn,tue,forest,2000,robot-spy,False
280,spring,tue,grasslands,2001,human,True
3725,summer,tue,mountains,2001,human,False
2401,spring,wed,mountains,2001,drone,False
303,winter,fri,grasslands,2001,human,True
1230,winter,fri,mountains,2001,drone,False
4475,summer,thu,hills,2001,robot-spy,False
1845,autumn,sat,hills,2001,robot-spy,False
4483,winter,sat,mountains,2001,human,False
305,autumn,mon,hills,2001,robot-spy,True
3712,winter,mon,grasslands,2001,drone,False
1042,summer,thu,hills,2001,drone,False
3728,summer,tue,hills,2001,drone,False
1654,spring,sun,hills,2001,human,False
2323,spring,wed,grasslands,2001,drone,False
2317,summer,fri,forest,2001,human,False
1669,autumn,sat,grasslands,2001,robot-spy,False
2301,autumn,wed,forest,2001,drone,False
2264,winter,sun,forest,2001,human,False
619,winter,mon,mountains,2001,human,True
1028,spring,sat,hills,2001,human,False
3371,spring,sat,mountains,2001,human,False
4539,winter,fri,grasslands,2001,robot-spy,False
636,winter,thu,hills,2001,drone,True
602,winter,sat,grasslands,2001,drone,True
581,spring,thu,hills,2001,robot-spy,True
2415,summer,mon,hills,2001,human,False
2417,winter,thu,grasslands,2001,human,False
3875,autumn,sat,grasslands,2001,human,False
4400,spring,tue,hills,2001,drone,False
835,spring,thu,forest,2001,robot-spy,False
2547,summer,sun,mountains,2001,drone,False
3210,autumn,wed,hills,2001,human,False
3758,summer,fri,mountains,2001,human,False
2543,autumn,tue,forest,2001,drone,False
4405,summer,mon,forest,2001,drone,False
4860,winter,sat,mountains,2001,drone,False
3218,spring,fri,mountains,2001,drone,False
4120,spring,thu,forest,2001,robot-spy,False
5055,summer,thu,mountains,2001,robot-spy,False
555,summer,fri,hills,2001,drone,True
1059,spring,mon,grasslands,2001,human,False
2501,autumn,tue,forest,2001,robot-spy,False
4845,spring,sun,forest,2001,human,False
460,spring,fri,hills,2001,human,True
3731,winter,sun,forest,2001,robot-spy,False
4453,winter,fri,grasslands,2001,human,False
4098,winter,sat,forest,2001,human,False
575,winter,mon,forest,2001,drone,True
2427,summer,sat,hills,2001,human,False
3847,summer,sun,hills,2001,drone,False
1704,autumn,thu,hills,2001,human,False
533,spring,tue,hills,2001,human,True
728,autumn,fri,grasslands,2001,human,True
1710,summer,wed,grasslands,2001,drone,False
679,spring,wed,grasslands,2001,robot-spy,True
1962,summer,thu,forest,2001,robot-spy,False
1328,spring,mon,mountains,2001,human,False
3949,winter,sat,hills,2001,robot-spy,False
1934,winter,tue,mountains,2001,human,False
329,winter,wed,grasslands,2001,human,True
1803,spring,tue,hills,2001,human,False
328,summer,mon,grasslands,2001,human,True
1928,spring,thu,forest,2001,human,False
4703,spring,sat,hills,2001,human,False
801,winter,fri,mountains,2001,human,False
1809,spring,tue,hills,2001,human,False
1900,autumn,sat,mountains,2001,human,False
974,winter,fri,forest,2001,human,False
973,spring,mon,grasslands,2001,human,False
3574,spring,sun,mountains,2001,human,False
4739,summer,sun,hills,2001,robot-spy,False
1862,spring,sat,forest,2001,human,False
1835,spring,sun,grasslands,2001,drone,False
1850,spring,thu,grasslands,2001,human,False
3595,spring,wed,grasslands,2001,robot-spy,False
3956,summer,fri,grasslands,2001,drone,False
3950,spring,sun,mountains,2001,human,False
4665,winter,thu,forest,2001,human,False
3504,autumn,mon,mountains,2001,human,False
715,autumn,mon,hills,2001,human,True
649,autumn,tue,hills,2001,drone,True
3666,autumn,sat,forest,2001,human,False
13,autumn,wed,grasslands,2001,drone,True
4792,spring,sun,grasslands,2001,drone,False
2179,summer,tue,mountains,2001,robot-spy,False
1278,spring,sat,grasslands,2001,robot-spy,False
2169,winter,thu,hills,2001,drone,False
4585,summer,mon,grasslands,2001,human,False
98,winter,mon,grasslands,2001,human,True
22,winter,wed,grasslands,2001,human,True
5009,spring,tue,hills,2001,drone,False
666,winter,thu,grasslands,2001,robot-spy,True
1753,spring,sat,forest,2001,drone,False
1293,spring,mon,grasslands,2001,human,False
3458,spring,thu,grasslands,2001,human,False
3459,summer,sun,mountains,2001,human,False
2081,winter,fri,hills,2001,drone,False
1302,spring,sun,hills,2001,drone,False
2051,spring,sun,forest,2001,drone,False
1305,winter,fri,forest,2001,human,False
4647,autumn,fri,forest,2001,drone,False
3993,summer,thu,grasslands,2001,human,False
246,autumn,thu,mountains,2001,human,True
953,spring,thu,hills,2001,drone,False
3164,winter,mon,mountains,2001,human,False
1844,summer,fri,grasslands,2001,drone,False
4176,spring,sun,hills,2001,human,False
2663,winter,sat,forest,2001,drone,False
160,winter,fri,hills,2001,robot-spy,True
3130,summer,mon,mountains,2001,human,False
5167,winter,wed,mountains,2001,robot-spy,False
2700,autumn,tue,grasslands,2001,human,False
4282,autumn,sat,grasslands,2001,robot-spy,False
2714,spring,thu,hills,2001,human,False
1149,summer,fri,grasslands,2001,human,False
4228,autumn,tue,grasslands,2001,robot-spy,False
1423,spring,wed,forest,2001,drone,False
3023,spring,sun,grasslands,2001,drone,False
2837,spring,fri,forest,2001,drone,False
1143,spring,thu,hills,2001,human,False
2863,summer,tue,grasslands,2001,human,False
2732,spring,fri,forest,2001,robot-spy,False
3856,summer,sat,mountains,2001,drone,False
2761,autumn,thu,grasslands,2001,drone,False
1470,winter,sat,grasslands,2001,human,False
5075,winter,fri,hills,2001,drone,False
1472,winter,fri,forest,2001,robot-spy,False
4308,summer,sat,mountains,2001,human,False
4205,autumn,thu,forest,2001,drone,False
2781,winter,mon,grasslands,2001,drone,False
2784,summer,sun,hills,2001,drone,False
33,autumn,fri,grasslands,2001,human,True
490,winter,sat,mountains,2001,drone,True
1478,winter,wed,hills,2001,drone,False
2796,winter,tue,grasslands,2001,drone,False
3795,spring,fri,forest,2001,robot-spy,False
4353,winter,fri,forest,2001,drone,False
4202,winter,tue,grasslands,2001,drone,False
3153,winter,tue,mountains,2001,drone,False
5088,summer,thu,grasslands,2001,drone,False
2656,autumn,sun,forest,2001,human,False
1163,summer,fri,grasslands,2001,robot-spy,False
3005,autumn,mon,grasslands,2001,human,False
3146,autumn,sun,forest,2001,human,False
422,spring,thu,hills,2001,drone,True
1692,winter,wed,mountains,2002,human,False
1376,summer,thu,mountains,2002,human,False
1027,summer,sun,forest,2002,drone,False
4806,spring,mon,mountains,2002,human,False
2620,summer,thu,grasslands,2002,human,False
2250,autumn,mon,forest,2002,human,False
631,spring,mon,hills,2002,human,True
696,autumn,fri,mountains,2002,human,True
1180,spring,tue,grasslands,2002,human,False
1082,winter,wed,grasslands,2002,human,False
5123,spring,wed,hills,2002,drone,False
3917,spring,sat,forest,2002,drone,False
2610,winter,tue,mountains,2002,human,False
2754,spring,sun,forest,2002,drone,False
1060,spring,thu,hills,2002,robot-spy,False
3680,summer,mon,forest,2002,human,False
2308,autumn,sun,forest,2002,drone,False
4956,winter,fri,forest,2002,human,False
3774,winter,wed,grasslands,2002,human,False
946,winter,tue,hills,2002,human,False
1452,autumn,fri,hills,2002,robot-spy,False
3344,autumn,mon,forest,2002,human,False
4318,autumn,sun,grasslands,2002,human,False
2614,spring,wed,forest,2002,human,False
3814,summer,sun,mountains,2002,drone,False
1034,winter,thu,grasslands,2002,human,False
4965,spring,thu,mountains,2002,human,False
1788,winter,thu,mountains,2002,robot-spy,False
2825,autumn,sun,grasslands,2002,human,False
3685,autumn,tue,grasslands,2002,human,False
1683,summer,thu,forest,2002,robot-spy,False
4316,winter,thu,forest,2002,drone,False
1677,summer,mon,forest,2002,drone,False
952,spring,fri,mountains,2002,robot-spy,False
3072,summer,sun,hills,2002,human,False
4727,winter,fri,hills,2002,human,False
4586,winter,sun,hills,2002,human,False
3170,autumn,fri,hills,2002,human,False
351,autumn,fri,mountains,2002,drone,True
2122,winter,sun,mountains,2002,drone,False
3805,winter,thu,grasslands,2002,human,False
4634,winter,tue,mountains,2002,human,False
2113,autumn,tue,hills,2002,human,False
3060,spring,thu,mountains,2002,robot-spy,False
2111,summer,sun,forest,2002,human,False
3823,spring,sun,grasslands,2002,drone,False
1291,autumn,fri,grasslands,2002,drone,False
2079,winter,mon,hills,2002,human,False
4371,spring,tue,grasslands,2002,human,False
493,winter,wed,grasslands,2002,robot-spy,True
3646,summer,thu,mountains,2002,drone,False
2092,summer,fri,forest,2002,drone,False
4608,winter,wed,grasslands,2002,human,False
2309,summer,mon,mountains,2002,drone,False
2163,spring,mon,mountains,2002,drone,False
1282,summer,thu,grasslands,2002,human,False
3946,spring,sat,forest,2002,human,False
454,spring,sat,forest,2002,human,True
4801,autumn,sat,mountains,2002,robot-spy,False
3668,winter,mon,grasslands,2002,drone,False
997,summer,mon,mountains,2002,human,False
1270,autumn,thu,grasslands,2002,drone,False
643,winter,sat,mountains,2002,human,True
3924,summer,mon,hills,2002,human,False
676,autumn,tue,mountains,2002,human,True
4938,autumn,sat,hills,2002,robot-spy,False
5077,summer,thu,hills,2002,human,False
174,spring,tue,mountains,2002,robot-spy,True
4733,winter,sun,forest,2002,human,False
2178,autumn,tue,forest,2002,drone,False
2786,summer,fri,forest,2002,human,False
3421,autumn,sat,forest,2002,robot-spy,False
3920,autumn,tue,grasslands,2002,drone,False
121,spring,mon,grasslands,2002,human,True
3975,autumn,wed,forest,2002,human,False
3974,spring,wed,mountains,2002,human,False
3555,autumn,mon,forest,2002,drone,False
1157,autumn,mon,forest,2002,drone,False
4347,winter,wed,hills,2002,human,False
3120,winter,sat,forest,2002,human,False
4715,spring,tue,grasslands,2002,drone,False
1916,winter,fri,forest,2002,drone,False
1110,spring,mon,grasslands,2002,drone,False
1606,autumn,fri,hills,2002,human,False
3213,summer,sun,grasslands,2002,drone,False
4975,winter,thu,grasslands,2002,human,False
2859,spring,mon,forest,2002,human,False
4838,spring,mon,hills,2002,human,False
2422,autumn,fri,mountains,2002,drone,False
4692,autumn,fri,mountains,2002,human,False
2694,winter,sun,hills,2002,human,False
848,autumn,wed,mountains,2002,drone,False
1813,summer,tue,mountains,2002,drone,False
1047,winter,sun,hills,2002,human,False
2666,autumn,mon,hills,2002,drone,False
3246,autumn,sat,forest,2002,robot-spy,False
4725,summer,sun,forest,2002,drone,False
3007,spring,sat,forest,2002,human,False
4722,spring,thu,mountains,2002,drone,False
3572,winter,sun,hills,2002,robot-spy,False
4354,autumn,tue,hills,2002,human,False
3578,winter,fri,grasslands,2002,drone,False
395,winter,wed,grasslands,2002,drone,True
75,summer,fri,forest,2002,drone,True
1196,autumn,sat,hills,2002,drone,False
2478,summer,wed,forest,2002,drone,False
3011,spring,tue,hills,2002,human,False
3216,winter,sun,mountains,2002,robot-spy,False
1598,spring,sat,mountains,2002,robot-spy,False
171,summer,sun,hills,2002,human,True
3245,spring,wed,hills,2002,drone,False
1209,spring,fri,mountains,2002,robot-spy,False
561,winter,wed,grasslands,2002,human,True
5143,winter,thu,mountains,2002,drone,False
736,autumn,mon,forest,2002,human,True
4355,spring,thu,mountains,2002,robot-spy,False
598,winter,mon,grasslands,2002,robot-spy,True
735,summer,tue,hills,2002,human,True
1144,winter,fri,hills,2002,drone,False
231,winter,sat,forest,2002,human,True
1870,winter,fri,grasslands,2002,drone,False
4279,summer,fri,hills,2002,human,False
3102,autumn,mon,grasslands,2002,drone,False
4917,summer,fri,forest,2002,human,False
1939,spring,tue,hills,2002,drone,False
433,spring,sat,mountains,2002,human,True
2893,autumn,fri,grasslands,2002,drone,False
2359,summer,wed,grasslands,2002,human,False
2380,autumn,tue,mountains,2002,drone,False
982,summer,wed,forest,2002,human,False
2922,winter,thu,grasslands,2002,drone,False
584,winter,wed,mountains,2002,human,True
3699,summer,thu,forest,2002,human,False
4895,spring,mon,mountains,2002,human,False
301,autumn,tue,mountains,2002,human,True
1150,summer,sat,forest,2002,drone,False
3296,spring,wed,grasslands,2002,human,False
5164,winter,sun,hills,2002,human,False
4474,winter,fri,grasslands,2002,human,False
3623,summer,fri,forest,2002,human,False
4476,summer,sun,forest,2002,human,False
3719,spring,tue,grasslands,2002,drone,False
1872,summer,sat,hills,2002,human,False
2963,winter,fri,mountains,2003,human,False
3977,spring,tue,hills,2003,drone,False
2835,winter,mon,mountains,2003,drone,False
4636,autumn,tue,grasslands,2003,human,False
4979,summer,mon,forest,2003,human,False
2810,winter,tue,grasslands,2003,drone,False
3031,summer,mon,grasslands,2003,human,False
2816,spring,mon,hills,2003,drone,False
2815,spring,fri,hills,2003,human,False
1874,summer,sat,mountains,2003,human,False
1857,summer,mon,mountains,2003,human,False
2018,autumn,tue,forest,2003,human,False
1331,summer,mon,grasslands,2003,drone,False
1311,autumn,mon,grasslands,2003,human,False
890,winter,thu,mountains,2003,human,False
4249,autumn,wed,hills,2003,human,False
1990,summer,wed,grasslands,2003,human,False
2034,summer,fri,mountains,2003,drone,False
3039,autumn,sat,mountains,2003,human,False
1967,spring,thu,mountains,2003,drone,False
4215,autumn,sat,grasslands,2003,human,False
245,winter,mon,mountains,2003,human,True
2046,autumn,sat,hills,2003,drone,False
24,spring,tue,hills,2003,robot-spy,True
3499,autumn,wed,hills,2003,drone,False
2904,summer,sun,forest,2003,human,False
166,winter,wed,grasslands,2003,human,True
4440,summer,mon,forest,2003,human,False
3255,summer,mon,grasslands,2003,drone,False
4102,spring,fri,forest,2003,human,False
2685,winter,thu,forest,2003,human,False
